,source,target,film,year,studio
27,John Lasseter,Chris Montan,WallE,2008,pixar
28,John Lasseter,Jim Morris,WallE,2008,pixar
29,John Lasseter,Thomas Porter,WallE,2008,pixar
30,Gillian Libbert,Chris Montan,WallE,2008,pixar
31,Gillian Libbert,Jim Morris,WallE,2008,pixar
32,Gillian Libbert,Thomas Porter,WallE,2008,pixar
33,Chris Montan,Jim Morris,WallE,2008,pixar
34,Chris Montan,Thomas Porter,WallE,2008,pixar
35,Jim Morris,Thomas Porter,WallE,2008,pixar
0,Lee Unkrich,John Lasseter,ToyStory3,2010,pixar
1,Lee Unkrich,Andrew Stanton,ToyStory3,2010,pixar
2,Lee Unkrich,Michael Arndt,ToyStory3,2010,pixar
3,Lee Unkrich,Darla K. Anderson,ToyStory3,2010,pixar
4,Lee Unkrich,Nicole Paradis Grindle,ToyStory3,2010,pixar
5,John Lasseter,Andrew Stanton,ToyStory3,2010,pixar
6,John Lasseter,Michael Arndt,ToyStory3,2010,pixar
7,John Lasseter,Darla K. Anderson,ToyStory3,2010,pixar
8,John Lasseter,Nicole Paradis Grindle,ToyStory3,2010,pixar
9,Andrew Stanton,Michael Arndt,ToyStory3,2010,pixar
10,Andrew Stanton,Darla K. Anderson,ToyStory3,2010,pixar
11,Andrew Stanton,Nicole Paradis Grindle,ToyStory3,2010,pixar
12,Michael Arndt,Darla K. Anderson,ToyStory3,2010,pixar
13,Michael Arndt,Nicole Paradis Grindle,ToyStory3,2010,pixar
14,Darla K. Anderson,Nicole Paradis Grindle,ToyStory3,2010,pixar
0,John Lasseter,Bradford Lewis,Cars2,2011,pixar
1,John Lasseter,Dan Fogelman,Cars2,2011,pixar
2,John Lasseter,Ben Queen,Cars2,2011,pixar
3,John Lasseter,Mark Nielsen,Cars2,2011,pixar
4,John Lasseter,Denise Ream,Cars2,2011,pixar
5,Bradford Lewis,Dan Fogelman,Cars2,2011,pixar
6,Bradford Lewis,Ben Queen,Cars2,2011,pixar
7,Bradford Lewis,Mark Nielsen,Cars2,2011,pixar
8,Bradford Lewis,Denise Ream,Cars2,2011,pixar
9,Dan Fogelman,Ben Queen,Cars2,2011,pixar
10,Dan Fogelman,Mark Nielsen,Cars2,2011,pixar
11,Dan Fogelman,Denise Ream,Cars2,2011,pixar
12,Ben Queen,Mark Nielsen,Cars2,2011,pixar
13,Ben Queen,Denise Ream,Cars2,2011,pixar
14,Mark Nielsen,Denise Ream,Cars2,2011,pixar
0,Mark Andrews,Brenda Chapman,Brave,2012,pixar
1,Mark Andrews,Steve Purcell,Brave,2012,pixar
2,Mark Andrews,Irene Mecchi,Brave,2012,pixar
3,Mark Andrews,Pete Docter,Brave,2012,pixar
4,Mark Andrews,Mary Alice Drumm,Brave,2012,pixar
5,Mark Andrews,John Lasseter,Brave,2012,pixar
6,Mark Andrews,Katherine Sarafian,Brave,2012,pixar
7,Mark Andrews,Andrew Stanton,Brave,2012,pixar
8,Brenda Chapman,Steve Purcell,Brave,2012,pixar
9,Brenda Chapman,Irene Mecchi,Brave,2012,pixar
10,Brenda Chapman,Pete Docter,Brave,2012,pixar
11,Brenda Chapman,Mary Alice Drumm,Brave,2012,pixar
12,Brenda Chapman,John Lasseter,Brave,2012,pixar
13,Brenda Chapman,Katherine Sarafian,Brave,2012,pixar
14,Brenda Chapman,Andrew Stanton,Brave,2012,pixar
15,Steve Purcell,Irene Mecchi,Brave,2012,pixar
16,Steve Purcell,Pete Docter,Brave,2012,pixar
17,Steve Purcell,Mary Alice Drumm,Brave,2012,pixar
18,Steve Purcell,John Lasseter,Brave,2012,pixar
19,Steve Purcell,Katherine Sarafian,Brave,2012,pixar
20,Steve Purcell,Andrew Stanton,Brave,2012,pixar
21,Irene Mecchi,Pete Docter,Brave,2012,pixar
22,Irene Mecchi,Mary Alice Drumm,Brave,2012,pixar
23,Irene Mecchi,John Lasseter,Brave,2012,pixar
24,Irene Mecchi,Katherine Sarafian,Brave,2012,pixar
25,Irene Mecchi,Andrew Stanton,Brave,2012,pixar
26,Pete Docter,Mary Alice Drumm,Brave,2012,pixar
27,Pete Docter,John Lasseter,Brave,2012,pixar
28,Pete Docter,Katherine Sarafian,Brave,2012,pixar
29,Pete Docter,Andrew Stanton,Brave,2012,pixar
30,Mary Alice Drumm,John Lasseter,Brave,2012,pixar
31,Mary Alice Drumm,Katherine Sarafian,Brave,2012,pixar
32,Mary Alice Drumm,Andrew Stanton,Brave,2012,pixar
33,John Lasseter,Katherine Sarafian,Brave,2012,pixar
34,John Lasseter,Andrew Stanton,Brave,2012,pixar
35,Katherine Sarafian,Andrew Stanton,Brave,2012,pixar
0,Dan Scanlon,Daniel Gerson,MonsU,2013,pixar
1,Dan Scanlon,Robert L. Baird,MonsU,2013,pixar
2,Dan Scanlon,Adrian Molina,MonsU,2013,pixar
3,Dan Scanlon,Pete Docter,MonsU,2013,pixar
4,Dan Scanlon,John Lasseter,MonsU,2013,pixar
5,Dan Scanlon,Nicole Paradis Grindle,MonsU,2013,pixar
6,Dan Scanlon,Kori Rae,MonsU,2013,pixar
7,Dan Scanlon,Andrew Stanton,MonsU,2013,pixar
8,Dan Scanlon,Lee Unkrich,MonsU,2013,pixar
9,Daniel Gerson,Robert L. Baird,MonsU,2013,pixar
10,Daniel Gerson,Adrian Molina,MonsU,2013,pixar
11,Daniel Gerson,Pete Docter,MonsU,2013,pixar
12,Daniel Gerson,John Lasseter,MonsU,2013,pixar
13,Daniel Gerson,Nicole Paradis Grindle,MonsU,2013,pixar
14,Daniel Gerson,Kori Rae,MonsU,2013,pixar
15,Daniel Gerson,Andrew Stanton,MonsU,2013,pixar
16,Daniel Gerson,Lee Unkrich,MonsU,2013,pixar
17,Robert L. Baird,Adrian Molina,MonsU,2013,pixar
18,Robert L. Baird,Pete Docter,MonsU,2013,pixar
19,Robert L. Baird,John Lasseter,MonsU,2013,pixar
20,Robert L. Baird,Nicole Paradis Grindle,MonsU,2013,pixar
21,Robert L. Baird,Kori Rae,MonsU,2013,pixar
22,Robert L. Baird,Andrew Stanton,MonsU,2013,pixar
23,Robert L. Baird,Lee Unkrich,MonsU,2013,pixar
24,Adrian Molina,Pete Docter,MonsU,2013,pixar
25,Adrian Molina,John Lasseter,MonsU,2013,pixar
26,Adrian Molina,Nicole Paradis Grindle,MonsU,2013,pixar
27,Adrian Molina,Kori Rae,MonsU,2013,pixar
28,Adrian Molina,Andrew Stanton,MonsU,2013,pixar
29,Adrian Molina,Lee Unkrich,MonsU,2013,pixar
30,Pete Docter,John Lasseter,MonsU,2013,pixar
31,Pete Docter,Nicole Paradis Grindle,MonsU,2013,pixar
32,Pete Docter,Kori Rae,MonsU,2013,pixar
33,Pete Docter,Andrew Stanton,MonsU,2013,pixar
34,Pete Docter,Lee Unkrich,MonsU,2013,pixar
35,John Lasseter,Nicole Paradis Grindle,MonsU,2013,pixar
36,John Lasseter,Kori Rae,MonsU,2013,pixar
37,John Lasseter,Andrew Stanton,MonsU,2013,pixar
38,John Lasseter,Lee Unkrich,MonsU,2013,pixar
39,Nicole Paradis Grindle,Kori Rae,MonsU,2013,pixar
40,Nicole Paradis Grindle,Andrew Stanton,MonsU,2013,pixar
41,Nicole Paradis Grindle,Lee Unkrich,MonsU,2013,pixar
42,Kori Rae,Andrew Stanton,MonsU,2013,pixar
43,Kori Rae,Lee Unkrich,MonsU,2013,pixar
44,Andrew Stanton,Lee Unkrich,MonsU,2013,pixar
0,Pete Docter,Ronnie Del Carmen,InsideOut,2015,pixar
1,Pete Docter,Meg LeFauve,InsideOut,2015,pixar
2,Pete Docter,Josh Cooley,InsideOut,2015,pixar
3,Pete Docter,Michael Arndt,InsideOut,2015,pixar
4,Pete Docter,Simon Rich,InsideOut,2015,pixar
5,Pete Docter,Bill Hader,InsideOut,2015,pixar
6,Pete Docter,Amy Poehler,InsideOut,2015,pixar
7,Pete Docter,John Lasseter,InsideOut,2015,pixar
8,Pete Docter,Mark Nielsen,InsideOut,2015,pixar
9,Pete Docter,Jonas Rivera,InsideOut,2015,pixar
10,Pete Docter,Andrew Stanton,InsideOut,2015,pixar
11,Ronnie Del Carmen,Meg LeFauve,InsideOut,2015,pixar
12,Ronnie Del Carmen,Josh Cooley,InsideOut,2015,pixar
13,Ronnie Del Carmen,Michael Arndt,InsideOut,2015,pixar
14,Ronnie Del Carmen,Simon Rich,InsideOut,2015,pixar
15,Ronnie Del Carmen,Bill Hader,InsideOut,2015,pixar
16,Ronnie Del Carmen,Amy Poehler,InsideOut,2015,pixar
17,Ronnie Del Carmen,John Lasseter,InsideOut,2015,pixar
18,Ronnie Del Carmen,Mark Nielsen,InsideOut,2015,pixar
19,Ronnie Del Carmen,Jonas Rivera,InsideOut,2015,pixar
20,Ronnie Del Carmen,Andrew Stanton,InsideOut,2015,pixar
21,Meg LeFauve,Josh Cooley,InsideOut,2015,pixar
22,Meg LeFauve,Michael Arndt,InsideOut,2015,pixar
23,Meg LeFauve,Simon Rich,InsideOut,2015,pixar
24,Meg LeFauve,Bill Hader,InsideOut,2015,pixar
25,Meg LeFauve,Amy Poehler,InsideOut,2015,pixar
26,Meg LeFauve,John Lasseter,InsideOut,2015,pixar
27,Meg LeFauve,Mark Nielsen,InsideOut,2015,pixar
28,Meg LeFauve,Jonas Rivera,InsideOut,2015,pixar
29,Meg LeFauve,Andrew Stanton,InsideOut,2015,pixar
30,Josh Cooley,Michael Arndt,InsideOut,2015,pixar
31,Josh Cooley,Simon Rich,InsideOut,2015,pixar
32,Josh Cooley,Bill Hader,InsideOut,2015,pixar
33,Josh Cooley,Amy Poehler,InsideOut,2015,pixar
34,Josh Cooley,John Lasseter,InsideOut,2015,pixar
35,Josh Cooley,Mark Nielsen,InsideOut,2015,pixar
36,Josh Cooley,Jonas Rivera,InsideOut,2015,pixar
37,Josh Cooley,Andrew Stanton,InsideOut,2015,pixar
38,Michael Arndt,Simon Rich,InsideOut,2015,pixar
39,Michael Arndt,Bill Hader,InsideOut,2015,pixar
40,Michael Arndt,Amy Poehler,InsideOut,2015,pixar
41,Michael Arndt,John Lasseter,InsideOut,2015,pixar
42,Michael Arndt,Mark Nielsen,InsideOut,2015,pixar
43,Michael Arndt,Jonas Rivera,InsideOut,2015,pixar
44,Michael Arndt,Andrew Stanton,InsideOut,2015,pixar
45,Simon Rich,Bill Hader,InsideOut,2015,pixar
46,Simon Rich,Amy Poehler,InsideOut,2015,pixar
47,Simon Rich,John Lasseter,InsideOut,2015,pixar
48,Simon Rich,Mark Nielsen,InsideOut,2015,pixar
49,Simon Rich,Jonas Rivera,InsideOut,2015,pixar
50,Simon Rich,Andrew Stanton,InsideOut,2015,pixar
51,Bill Hader,Amy Poehler,InsideOut,2015,pixar
52,Bill Hader,John Lasseter,InsideOut,2015,pixar
53,Bill Hader,Mark Nielsen,InsideOut,2015,pixar
54,Bill Hader,Jonas Rivera,InsideOut,2015,pixar
55,Bill Hader,Andrew Stanton,InsideOut,2015,pixar
56,Amy Poehler,John Lasseter,InsideOut,2015,pixar
57,Amy Poehler,Mark Nielsen,InsideOut,2015,pixar
58,Amy Poehler,Jonas Rivera,InsideOut,2015,pixar
59,Amy Poehler,Andrew Stanton,InsideOut,2015,pixar
60,John Lasseter,Mark Nielsen,InsideOut,2015,pixar
61,John Lasseter,Jonas Rivera,InsideOut,2015,pixar
62,John Lasseter,Andrew Stanton,InsideOut,2015,pixar
63,Mark Nielsen,Jonas Rivera,InsideOut,2015,pixar
64,Mark Nielsen,Andrew Stanton,InsideOut,2015,pixar
65,Jonas Rivera,Andrew Stanton,InsideOut,2015,pixar
0,Peter Sohn,Bob Peterson,GoodDino,2015,pixar
1,Peter Sohn,Erik Benson,GoodDino,2015,pixar
2,Peter Sohn,Meg LeFauve,GoodDino,2015,pixar
3,Peter Sohn,Kelsey Mann,GoodDino,2015,pixar
4,Peter Sohn,Peter Hedges,GoodDino,2015,pixar
5,Peter Sohn,Adrian Molina,GoodDino,2015,pixar
6,Peter Sohn,Mary Alice Drumm,GoodDino,2015,pixar
7,Peter Sohn,John Lasseter,GoodDino,2015,pixar
8,Peter Sohn,Denise Ream,GoodDino,2015,pixar
9,Peter Sohn,Andrew Stanton,GoodDino,2015,pixar
10,Peter Sohn,Lee Unkrich,GoodDino,2015,pixar
11,Bob Peterson,Erik Benson,GoodDino,2015,pixar
12,Bob Peterson,Meg LeFauve,GoodDino,2015,pixar
13,Bob Peterson,Kelsey Mann,GoodDino,2015,pixar
14,Bob Peterson,Peter Hedges,GoodDino,2015,pixar
15,Bob Peterson,Adrian Molina,GoodDino,2015,pixar
16,Bob Peterson,Mary Alice Drumm,GoodDino,2015,pixar
17,Bob Peterson,John Lasseter,GoodDino,2015,pixar
18,Bob Peterson,Denise Ream,GoodDino,2015,pixar
19,Bob Peterson,Andrew Stanton,GoodDino,2015,pixar
20,Bob Peterson,Lee Unkrich,GoodDino,2015,pixar
21,Erik Benson,Meg LeFauve,GoodDino,2015,pixar
22,Erik Benson,Kelsey Mann,GoodDino,2015,pixar
23,Erik Benson,Peter Hedges,GoodDino,2015,pixar
24,Erik Benson,Adrian Molina,GoodDino,2015,pixar
25,Erik Benson,Mary Alice Drumm,GoodDino,2015,pixar
26,Erik Benson,John Lasseter,GoodDino,2015,pixar
27,Erik Benson,Denise Ream,GoodDino,2015,pixar
28,Erik Benson,Andrew Stanton,GoodDino,2015,pixar
29,Erik Benson,Lee Unkrich,GoodDino,2015,pixar
30,Meg LeFauve,Kelsey Mann,GoodDino,2015,pixar
31,Meg LeFauve,Peter Hedges,GoodDino,2015,pixar
32,Meg LeFauve,Adrian Molina,GoodDino,2015,pixar
33,Meg LeFauve,Mary Alice Drumm,GoodDino,2015,pixar
34,Meg LeFauve,John Lasseter,GoodDino,2015,pixar
35,Meg LeFauve,Denise Ream,GoodDino,2015,pixar
36,Meg LeFauve,Andrew Stanton,GoodDino,2015,pixar
37,Meg LeFauve,Lee Unkrich,GoodDino,2015,pixar
38,Kelsey Mann,Peter Hedges,GoodDino,2015,pixar
39,Kelsey Mann,Adrian Molina,GoodDino,2015,pixar
40,Kelsey Mann,Mary Alice Drumm,GoodDino,2015,pixar
41,Kelsey Mann,John Lasseter,GoodDino,2015,pixar
42,Kelsey Mann,Denise Ream,GoodDino,2015,pixar
43,Kelsey Mann,Andrew Stanton,GoodDino,2015,pixar
44,Kelsey Mann,Lee Unkrich,GoodDino,2015,pixar
45,Peter Hedges,Adrian Molina,GoodDino,2015,pixar
46,Peter Hedges,Mary Alice Drumm,GoodDino,2015,pixar
47,Peter Hedges,John Lasseter,GoodDino,2015,pixar
48,Peter Hedges,Denise Ream,GoodDino,2015,pixar
49,Peter Hedges,Andrew Stanton,GoodDino,2015,pixar
50,Peter Hedges,Lee Unkrich,GoodDino,2015,pixar
51,Adrian Molina,Mary Alice Drumm,GoodDino,2015,pixar
52,Adrian Molina,John Lasseter,GoodDino,2015,pixar
53,Adrian Molina,Denise Ream,GoodDino,2015,pixar
54,Adrian Molina,Andrew Stanton,GoodDino,2015,pixar
55,Adrian Molina,Lee Unkrich,GoodDino,2015,pixar
56,Mary Alice Drumm,John Lasseter,GoodDino,2015,pixar
57,Mary Alice Drumm,Denise Ream,GoodDino,2015,pixar
58,Mary Alice Drumm,Andrew Stanton,GoodDino,2015,pixar
59,Mary Alice Drumm,Lee Unkrich,GoodDino,2015,pixar
60,John Lasseter,Denise Ream,GoodDino,2015,pixar
61,John Lasseter,Andrew Stanton,GoodDino,2015,pixar
62,John Lasseter,Lee Unkrich,GoodDino,2015,pixar
63,Denise Ream,Andrew Stanton,GoodDino,2015,pixar
64,Denise Ream,Lee Unkrich,GoodDino,2015,pixar
65,Andrew Stanton,Lee Unkrich,GoodDino,2015,pixar
0,Andrew Stanton,Angus MacLane,FindDory,2016,pixar
1,Andrew Stanton,Victoria Strouse,FindDory,2016,pixar
2,Andrew Stanton,Bob Peterson,FindDory,2016,pixar
3,Andrew Stanton,Lindsey Collins,FindDory,2016,pixar
4,Andrew Stanton,John Lasseter,FindDory,2016,pixar
5,Andrew Stanton,Bob Roath,FindDory,2016,pixar
6,Angus MacLane,Victoria Strouse,FindDory,2016,pixar
7,Angus MacLane,Bob Peterson,FindDory,2016,pixar
8,Angus MacLane,Lindsey Collins,FindDory,2016,pixar
9,Angus MacLane,John Lasseter,FindDory,2016,pixar
10,Angus MacLane,Bob Roath,FindDory,2016,pixar
11,Victoria Strouse,Bob Peterson,FindDory,2016,pixar
12,Victoria Strouse,Lindsey Collins,FindDory,2016,pixar
13,Victoria Strouse,John Lasseter,FindDory,2016,pixar
14,Victoria Strouse,Bob Roath,FindDory,2016,pixar
15,Bob Peterson,Lindsey Collins,FindDory,2016,pixar
16,Bob Peterson,John Lasseter,FindDory,2016,pixar
17,Bob Peterson,Bob Roath,FindDory,2016,pixar
18,Lindsey Collins,John Lasseter,FindDory,2016,pixar
19,Lindsey Collins,Bob Roath,FindDory,2016,pixar
20,John Lasseter,Bob Roath,FindDory,2016,pixar
0,Brian Fee,Ben Queen,Cars3,2017,pixar
1,Brian Fee,Eyal Podell,Cars3,2017,pixar
2,Brian Fee,Jonathon E. Stewart,Cars3,2017,pixar
3,Brian Fee,Kiel Murray,Cars3,2017,pixar
4,Brian Fee,Bob Peterson,Cars3,2017,pixar
5,Brian Fee,Mike Rich,Cars3,2017,pixar
6,Brian Fee,Scott Morse,Cars3,2017,pixar
7,Brian Fee,John Lasseter,Cars3,2017,pixar
8,Brian Fee,Kevin Reher,Cars3,2017,pixar
9,Brian Fee,Andrea Warren,Cars3,2017,pixar
10,Ben Queen,Eyal Podell,Cars3,2017,pixar
11,Ben Queen,Jonathon E. Stewart,Cars3,2017,pixar
12,Ben Queen,Kiel Murray,Cars3,2017,pixar
13,Ben Queen,Bob Peterson,Cars3,2017,pixar
14,Ben Queen,Mike Rich,Cars3,2017,pixar
15,Ben Queen,Scott Morse,Cars3,2017,pixar
16,Ben Queen,John Lasseter,Cars3,2017,pixar
17,Ben Queen,Kevin Reher,Cars3,2017,pixar
18,Ben Queen,Andrea Warren,Cars3,2017,pixar
19,Eyal Podell,Jonathon E. Stewart,Cars3,2017,pixar
20,Eyal Podell,Kiel Murray,Cars3,2017,pixar
21,Eyal Podell,Bob Peterson,Cars3,2017,pixar
22,Eyal Podell,Mike Rich,Cars3,2017,pixar
23,Eyal Podell,Scott Morse,Cars3,2017,pixar
24,Eyal Podell,John Lasseter,Cars3,2017,pixar
25,Eyal Podell,Kevin Reher,Cars3,2017,pixar
26,Eyal Podell,Andrea Warren,Cars3,2017,pixar
27,Jonathon E. Stewart,Kiel Murray,Cars3,2017,pixar
28,Jonathon E. Stewart,Bob Peterson,Cars3,2017,pixar
29,Jonathon E. Stewart,Mike Rich,Cars3,2017,pixar
30,Jonathon E. Stewart,Scott Morse,Cars3,2017,pixar
31,Jonathon E. Stewart,John Lasseter,Cars3,2017,pixar
32,Jonathon E. Stewart,Kevin Reher,Cars3,2017,pixar
33,Jonathon E. Stewart,Andrea Warren,Cars3,2017,pixar
34,Kiel Murray,Bob Peterson,Cars3,2017,pixar
35,Kiel Murray,Mike Rich,Cars3,2017,pixar
36,Kiel Murray,Scott Morse,Cars3,2017,pixar
37,Kiel Murray,John Lasseter,Cars3,2017,pixar
38,Kiel Murray,Kevin Reher,Cars3,2017,pixar
39,Kiel Murray,Andrea Warren,Cars3,2017,pixar
40,Bob Peterson,Mike Rich,Cars3,2017,pixar
41,Bob Peterson,Scott Morse,Cars3,2017,pixar
42,Bob Peterson,John Lasseter,Cars3,2017,pixar
43,Bob Peterson,Kevin Reher,Cars3,2017,pixar
44,Bob Peterson,Andrea Warren,Cars3,2017,pixar
45,Mike Rich,Scott Morse,Cars3,2017,pixar
46,Mike Rich,John Lasseter,Cars3,2017,pixar
47,Mike Rich,Kevin Reher,Cars3,2017,pixar
48,Mike Rich,Andrea Warren,Cars3,2017,pixar
49,Scott Morse,John Lasseter,Cars3,2017,pixar
50,Scott Morse,Kevin Reher,Cars3,2017,pixar
51,Scott Morse,Andrea Warren,Cars3,2017,pixar
52,John Lasseter,Kevin Reher,Cars3,2017,pixar
53,John Lasseter,Andrea Warren,Cars3,2017,pixar
54,Kevin Reher,Andrea Warren,Cars3,2017,pixar
0,Lee Unkrich,Adrian Molina,CoCo,2017,pixar
1,Lee Unkrich,Jason Katz,CoCo,2017,pixar
2,Lee Unkrich,Matthew Aldrich,CoCo,2017,pixar
3,Lee Unkrich,Darla K. Anderson,CoCo,2017,pixar
4,Lee Unkrich,Mary Alice Drumm,CoCo,2017,pixar
5,Lee Unkrich,John Lasseter,CoCo,2017,pixar
6,Adrian Molina,Jason Katz,CoCo,2017,pixar
7,Adrian Molina,Matthew Aldrich,CoCo,2017,pixar
8,Adrian Molina,Darla K. Anderson,CoCo,2017,pixar
9,Adrian Molina,Mary Alice Drumm,CoCo,2017,pixar
10,Adrian Molina,John Lasseter,CoCo,2017,pixar
11,Jason Katz,Matthew Aldrich,CoCo,2017,pixar
12,Jason Katz,Darla K. Anderson,CoCo,2017,pixar
13,Jason Katz,Mary Alice Drumm,CoCo,2017,pixar
14,Jason Katz,John Lasseter,CoCo,2017,pixar
15,Matthew Aldrich,Darla K. Anderson,CoCo,2017,pixar
16,Matthew Aldrich,Mary Alice Drumm,CoCo,2017,pixar
17,Matthew Aldrich,John Lasseter,CoCo,2017,pixar
18,Darla K. Anderson,Mary Alice Drumm,CoCo,2017,pixar
19,Darla K. Anderson,John Lasseter,CoCo,2017,pixar
20,Mary Alice Drumm,John Lasseter,CoCo,2017,pixar
0,Brad Bird,John Lasseter,Incred2,2018,pixar
1,Brad Bird,Nicole Paradis Grindle,Incred2,2018,pixar
2,Brad Bird,John Walker,Incred2,2018,pixar
3,John Lasseter,Nicole Paradis Grindle,Incred2,2018,pixar
4,John Lasseter,John Walker,Incred2,2018,pixar
5,Nicole Paradis Grindle,John Walker,Incred2,2018,pixar
0,Josh Cooley,John Lasseter,ToyStory4,2019,pixar
1,Josh Cooley,Andrew Stanton,ToyStory4,2019,pixar
2,Josh Cooley,Valerie LaPointe,ToyStory4,2019,pixar
3,Josh Cooley,Rashida Jones,ToyStory4,2019,pixar
4,Josh Cooley,Will McCormack,ToyStory4,2019,pixar
5,Josh Cooley,Martin Hynes,ToyStory4,2019,pixar
6,Josh Cooley,Stephany Folsom,ToyStory4,2019,pixar
7,Josh Cooley,Pete Docter,ToyStory4,2019,pixar
8,Josh Cooley,Mark Nielsen,ToyStory4,2019,pixar
9,Josh Cooley,Jonas Rivera,ToyStory4,2019,pixar
10,Josh Cooley,Lee Unkrich,ToyStory4,2019,pixar
11,John Lasseter,Andrew Stanton,ToyStory4,2019,pixar
12,John Lasseter,Valerie LaPointe,ToyStory4,2019,pixar
13,John Lasseter,Rashida Jones,ToyStory4,2019,pixar
14,John Lasseter,Will McCormack,ToyStory4,2019,pixar
15,John Lasseter,Martin Hynes,ToyStory4,2019,pixar
16,John Lasseter,Stephany Folsom,ToyStory4,2019,pixar
17,John Lasseter,Pete Docter,ToyStory4,2019,pixar
18,John Lasseter,Mark Nielsen,ToyStory4,2019,pixar
19,John Lasseter,Jonas Rivera,ToyStory4,2019,pixar
20,John Lasseter,Lee Unkrich,ToyStory4,2019,pixar
21,Andrew Stanton,Valerie LaPointe,ToyStory4,2019,pixar
22,Andrew Stanton,Rashida Jones,ToyStory4,2019,pixar
23,Andrew Stanton,Will McCormack,ToyStory4,2019,pixar
24,Andrew Stanton,Martin Hynes,ToyStory4,2019,pixar
25,Andrew Stanton,Stephany Folsom,ToyStory4,2019,pixar
26,Andrew Stanton,Pete Docter,ToyStory4,2019,pixar
27,Andrew Stanton,Mark Nielsen,ToyStory4,2019,pixar
28,Andrew Stanton,Jonas Rivera,ToyStory4,2019,pixar
29,Andrew Stanton,Lee Unkrich,ToyStory4,2019,pixar
30,Valerie LaPointe,Rashida Jones,ToyStory4,2019,pixar
31,Valerie LaPointe,Will McCormack,ToyStory4,2019,pixar
32,Valerie LaPointe,Martin Hynes,ToyStory4,2019,pixar
33,Valerie LaPointe,Stephany Folsom,ToyStory4,2019,pixar
34,Valerie LaPointe,Pete Docter,ToyStory4,2019,pixar
35,Valerie LaPointe,Mark Nielsen,ToyStory4,2019,pixar
36,Valerie LaPointe,Jonas Rivera,ToyStory4,2019,pixar
37,Valerie LaPointe,Lee Unkrich,ToyStory4,2019,pixar
38,Rashida Jones,Will McCormack,ToyStory4,2019,pixar
39,Rashida Jones,Martin Hynes,ToyStory4,2019,pixar
40,Rashida Jones,Stephany Folsom,ToyStory4,2019,pixar
41,Rashida Jones,Pete Docter,ToyStory4,2019,pixar
42,Rashida Jones,Mark Nielsen,ToyStory4,2019,pixar
43,Rashida Jones,Jonas Rivera,ToyStory4,2019,pixar
44,Rashida Jones,Lee Unkrich,ToyStory4,2019,pixar
45,Will McCormack,Martin Hynes,ToyStory4,2019,pixar
46,Will McCormack,Stephany Folsom,ToyStory4,2019,pixar
47,Will McCormack,Pete Docter,ToyStory4,2019,pixar
48,Will McCormack,Mark Nielsen,ToyStory4,2019,pixar
49,Will McCormack,Jonas Rivera,ToyStory4,2019,pixar
50,Will McCormack,Lee Unkrich,ToyStory4,2019,pixar
51,Martin Hynes,Stephany Folsom,ToyStory4,2019,pixar
52,Martin Hynes,Pete Docter,ToyStory4,2019,pixar
53,Martin Hynes,Mark Nielsen,ToyStory4,2019,pixar
54,Martin Hynes,Jonas Rivera,ToyStory4,2019,pixar
55,Martin Hynes,Lee Unkrich,ToyStory4,2019,pixar
56,Stephany Folsom,Pete Docter,ToyStory4,2019,pixar
57,Stephany Folsom,Mark Nielsen,ToyStory4,2019,pixar
58,Stephany Folsom,Jonas Rivera,ToyStory4,2019,pixar
59,Stephany Folsom,Lee Unkrich,ToyStory4,2019,pixar
60,Pete Docter,Mark Nielsen,ToyStory4,2019,pixar
61,Pete Docter,Jonas Rivera,ToyStory4,2019,pixar
62,Pete Docter,Lee Unkrich,ToyStory4,2019,pixar
63,Mark Nielsen,Jonas Rivera,ToyStory4,2019,pixar
64,Mark Nielsen,Lee Unkrich,ToyStory4,2019,pixar
65,Jonas Rivera,Lee Unkrich,ToyStory4,2019,pixar
